"location","target","type","unit","bin_start_incl","bin_end_notincl","value"
"HHS Region 10","4 wk ahead","Bin","percent","1.1","1.2",0.1303
"HHS Region 10","4 wk ahead","Bin","percent","1.2","1.3",0.0757
"HHS Region 10","4 wk ahead","Bin","percent","1.3","1.4",0.044
"HHS Region 10","4 wk ahead","Bin","percent","1.4","1.5",0.0246
"HHS Region 10","4 wk ahead","Bin","percent","1.5","1.6",0.0132
"HHS Region 10","4 wk ahead","Bin","percent","1.6","1.7",0.0067
"HHS Region 10","4 wk ahead","Bin","percent","1.7","1.8",0.0036
"HHS Region 10","4 wk ahead","Bin","percent","1.8","1.9",0.003
"HHS Region 10","4 wk ahead","Bin","percent","1.9","2.0",0.0013
"HHS Region 10","4 wk ahead","Bin","percent","2.0","2.1",4e-04
"HHS Region 10","4 wk ahead","Bin","percent","2.1","2.2",4e-04
"HHS Region 10","4 wk ahead","Bin","percent","2.2","2.3",3e-04
"HHS Region 10","4 wk ahead","Bin","percent","2.3","2.4",1e-04
"HHS Region 10","4 wk ahead","Bin","percent","2.4","2.5",2e-04
"HHS Region 10","4 wk ahead","Bin","percent","2.5","2.6",0
"HHS Region 10","4 wk ahead","Bin","percent","2.6","2.7",0
"HHS Region 10","4 wk ahead","Bin","percent","2.7","2.8",0
"HHS Region 10","4 wk ahead","Bin","percent","2.8","2.9",0
"HHS Region 10","4 wk ahead","Bin","percent","2.9","3.0",0
"HHS Region 10","4 wk ahead","Bin","percent","3.0","3.1",0
"HHS Region 10","4 wk ahead","Bin","percent","3.1","3.2",0
"HHS Region 10","4 wk ahead","Bin","percent","3.2","3.3",0
"HHS Region 10","4 wk ahead","Bin","percent","3.3","3.4",0
"HHS Region 10","4 wk ahead","Bin","percent","3.4","3.5",0
"HHS Region 10","4 wk ahead","Bin","percent","3.5","3.6",0
"HHS Region 10","4 wk ahead","Bin","percent","3.6","3.7",0
"HHS Region 10","4 wk ahead","Bin","percent","3.7","3.8",0
"HHS Region 10","4 wk ahead","Bin","percent","3.8","3.9",0
"HHS Region 10","4 wk ahead","Bin","percent","3.9","4.0",0
"HHS Region 10","4 wk ahead","Bin","percent","4.0","4.1",0
"HHS Region 10","4 wk ahead","Bin","percent","4.1","4.2",0
"HHS Region 10","4 wk ahead","Bin","percent","4.2","4.3",0
"HHS Region 10","4 wk ahead","Bin","percent","4.3","4.4",0
"HHS Region 10","4 wk ahead","Bin","percent","4.4","4.5",0
"HHS Region 10","4 wk ahead","Bin","percent","4.5","4.6",0
"HHS Region 10","4 wk ahead","Bin","percent","4.6","4.7",0
"HHS Region 10","4 wk ahead","Bin","percent","4.7","4.8",0
"HHS Region 10","4 wk ahead","Bin","percent","4.8","4.9",0
"HHS Region 10","4 wk ahead","Bin","percent","4.9","5.0",0
"HHS Region 10","4 wk ahead","Bin","percent","5.0","5.1",0
"HHS Region 10","4 wk ahead","Bin","percent","5.1","5.2",0
"HHS Region 10","4 wk ahead","Bin","percent","5.2","5.3",0
"HHS Region 10","4 wk ahead","Bin","percent","5.3","5.4",0
"HHS Region 10","4 wk ahead","Bin","percent","5.4","5.5",0
"HHS Region 10","4 wk ahead","Bin","percent","5.5","5.6",0
"HHS Region 10","4 wk ahead","Bin","percent","5.6","5.7",0
"HHS Region 10","4 wk ahead","Bin","percent","5.7","5.8",0
"HHS Region 10","4 wk ahead","Bin","percent","5.8","5.9",0
"HHS Region 10","4 wk ahead","Bin","percent","5.9","6.0",0
"HHS Region 10","4 wk ahead","Bin","percent","6.0","6.1",0
"HHS Region 10","4 wk ahead","Bin","percent","6.1","6.2",0
"HHS Region 10","4 wk ahead","Bin","percent","6.2","6.3",0
"HHS Region 10","4 wk ahead","Bin","percent","6.3","6.4",0
"HHS Region 10","4 wk ahead","Bin","percent","6.4","6.5",0
"HHS Region 10","4 wk ahead","Bin","percent","6.5","6.6",0
"HHS Region 10","4 wk ahead","Bin","percent","6.6","6.7",0
"HHS Region 10","4 wk ahead","Bin","percent","6.7","6.8",0
"HHS Region 10","4 wk ahead","Bin","percent","6.8","6.9",0
"HHS Region 10","4 wk ahead","Bin","percent","6.9","7.0",0
"HHS Region 10","4 wk ahead","Bin","percent","7.0","7.1",0
"HHS Region 10","4 wk ahead","Bin","percent","7.1","7.2",0
"HHS Region 10","4 wk ahead","Bin","percent","7.2","7.3",0
"HHS Region 10","4 wk ahead","Bin","percent","7.3","7.4",0
"HHS Region 10","4 wk ahead","Bin","percent","7.4","7.5",0
"HHS Region 10","4 wk ahead","Bin","percent","7.5","7.6",0
"HHS Region 10","4 wk ahead","Bin","percent","7.6","7.7",0
"HHS Region 10","4 wk ahead","Bin","percent","7.7","7.8",0
"HHS Region 10","4 wk ahead","Bin","percent","7.8","7.9",0
"HHS Region 10","4 wk ahead","Bin","percent","7.9","8.0",0
"HHS Region 10","4 wk ahead","Bin","percent","8.0","8.1",0
"HHS Region 10","4 wk ahead","Bin","percent","8.1","8.2",0
"HHS Region 10","4 wk ahead","Bin","percent","8.2","8.3",0
"HHS Region 10","4 wk ahead","Bin","percent","8.3","8.4",0
"HHS Region 10","4 wk ahead","Bin","percent","8.4","8.5",0
"HHS Region 10","4 wk ahead","Bin","percent","8.5","8.6",0
"HHS Region 10","4 wk ahead","Bin","percent","8.6","8.7",0
"HHS Region 10","4 wk ahead","Bin","percent","8.7","8.8",0
"HHS Region 10","4 wk ahead","Bin","percent","8.8","8.9",0
"HHS Region 10","4 wk ahead","Bin","percent","8.9","9.0",0
"HHS Region 10","4 wk ahead","Bin","percent","9.0","9.1",0
"HHS Region 10","4 wk ahead","Bin","percent","9.1","9.2",0
"HHS Region 10","4 wk ahead","Bin","percent","9.2","9.3",0
"HHS Region 10","4 wk ahead","Bin","percent","9.3","9.4",0
"HHS Region 10","4 wk ahead","Bin","percent","9.4","9.5",0
"HHS Region 10","4 wk ahead","Bin","percent","9.5","9.6",0
"HHS Region 10","4 wk ahead","Bin","percent","9.6","9.7",0
"HHS Region 10","4 wk ahead","Bin","percent","9.7","9.8",0
"HHS Region 10","4 wk ahead","Bin","percent","9.8","9.9",0
"HHS Region 10","4 wk ahead","Bin","percent","9.9","10.0",0
"HHS Region 10","4 wk ahead","Bin","percent","10.0","10.1",0
"HHS Region 10","4 wk ahead","Bin","percent","10.1","10.2",0
"HHS Region 10","4 wk ahead","Bin","percent","10.2","10.3",0
"HHS Region 10","4 wk ahead","Bin","percent","10.3","10.4",0
"HHS Region 10","4 wk ahead","Bin","percent","10.4","10.5",0
"HHS Region 10","4 wk ahead","Bin","percent","10.5","10.6",0
"HHS Region 10","4 wk ahead","Bin","percent","10.6","10.7",0
"HHS Region 10","4 wk ahead","Bin","percent","10.7","10.8",0
"HHS Region 10","4 wk ahead","Bin","percent","10.8","10.9",0
"HHS Region 10","4 wk ahead","Bin","percent","10.9","11.0",0
"HHS Region 10","4 wk ahead","Bin","percent","11.0","11.1",0
"HHS Region 10","4 wk ahead","Bin","percent","11.1","11.2",0
"HHS Region 10","4 wk ahead","Bin","percent","11.2","11.3",0
"HHS Region 10","4 wk ahead","Bin","percent","11.3","11.4",0
"HHS Region 10","4 wk ahead","Bin","percent","11.4","11.5",0
"HHS Region 10","4 wk ahead","Bin","percent","11.5","11.6",0
"HHS Region 10","4 wk ahead","Bin","percent","11.6","11.7",0
"HHS Region 10","4 wk ahead","Bin","percent","11.7","11.8",0
"HHS Region 10","4 wk ahead","Bin","percent","11.8","11.9",0
"HHS Region 10","4 wk ahead","Bin","percent","11.9","12.0",0
"HHS Region 10","4 wk ahead","Bin","percent","12.0","12.1",0
"HHS Region 10","4 wk ahead","Bin","percent","12.1","12.2",0
"HHS Region 10","4 wk ahead","Bin","percent","12.2","12.3",0
"HHS Region 10","4 wk ahead","Bin","percent","12.3","12.4",0
"HHS Region 10","4 wk ahead","Bin","percent","12.4","12.5",0
"HHS Region 10","4 wk ahead","Bin","percent","12.5","12.6",0
"HHS Region 10","4 wk ahead","Bin","percent","12.6","12.7",0
"HHS Region 10","4 wk ahead","Bin","percent","12.7","12.8",0
"HHS Region 10","4 wk ahead","Bin","percent","12.8","12.9",0
"HHS Region 10","4 wk ahead","Bin","percent","12.9","13.0",0
"HHS Region 10","4 wk ahead","Bin","percent","13.0","100.0",0
"HHS Region 10","Season onset","Bin","week","40.0","41.0",0
"HHS Region 10","Season onset","Bin","week","41.0","42.0",0
"HHS Region 10","Season onset","Bin","week","42.0","43.0",0
"HHS Region 10","Season onset","Bin","week","43.0","44.0",0
"HHS Region 10","Season onset","Bin","week","44.0","45.0",0
"HHS Region 10","Season onset","Bin","week","45.0","46.0",0
"HHS Region 10","Season onset","Bin","week","46.0","47.0",0
"HHS Region 10","Season onset","Bin","week","47.0","48.0",0
"HHS Region 10","Season onset","Bin","week","48.0","49.0",0
"HHS Region 10","Season onset","Bin","week","49.0","50.0",0
"HHS Region 10","Season onset","Bin","week","50.0","51.0",0.0464
"HHS Region 10","Season onset","Bin","week","51.0","52.0",0.0854
"HHS Region 10","Season onset","Bin","week","52.0","53.0",0.1216
"HHS Region 10","Season onset","Bin","week","1.0","2.0",0.1239
"HHS Region 10","Season onset","Bin","week","2.0","3.0",0.1116
"HHS Region 10","Season onset","Bin","week","3.0","4.0",0.0937
"HHS Region 10","Season onset","Bin","week","4.0","5.0",0.0687
"HHS Region 10","Season onset","Bin","week","5.0","6.0",0.0557
"HHS Region 10","Season onset","Bin","week","6.0","7.0",0.0418
"HHS Region 10","Season onset","Bin","week","7.0","8.0",0.0328
"HHS Region 10","Season onset","Bin","week","8.0","9.0",0.0224
"HHS Region 10","Season onset","Bin","week","9.0","10.0",0.0176
"HHS Region 10","Season onset","Bin","week","10.0","11.0",0.0145
"HHS Region 10","Season onset","Bin","week","11.0","12.0",0.0129
"HHS Region 10","Season onset","Bin","week","12.0","13.0",0.0107
"HHS Region 10","Season onset","Bin","week","13.0","14.0",0.0084
"HHS Region 10","Season onset","Bin","week","14.0","15.0",0.0059
"HHS Region 10","Season onset","Bin","week","15.0","16.0",0.0062
"HHS Region 10","Season onset","Bin","week","16.0","17.0",0.0044
"HHS Region 10","Season onset","Bin","week","17.0","18.0",0.0038
"HHS Region 10","Season onset","Bin","week","18.0","19.0",0.0028
"HHS Region 10","Season onset","Bin","week","19.0","20.0",0.0026
"HHS Region 10","Season onset","Bin","week","20.0","21.0",0.0023
"HHS Region 10","Season onset","Bin","week","none","none",0.1039
"HHS Region 10","Season peak percentage","Bin","percent","0.0","0.1",0
"HHS Region 10","Season peak percentage","Bin","percent","0.1","0.2",0
"HHS Region 10","Season peak percentage","Bin","percent","0.2","0.3",0
"HHS Region 10","Season peak percentage","Bin","percent","0.3","0.4",0
"HHS Region 10","Season peak percentage","Bin","percent","0.4","0.5",0
"HHS Region 10","Season peak percentage","Bin","percent","0.5","0.6",0
"HHS Region 10","Season peak percentage","Bin","percent","0.6","0.7",0
"HHS Region 10","Season peak percentage","Bin","percent","0.7","0.8",0
"HHS Region 10","Season peak percentage","Bin","percent","0.8","0.9",0.0535
"HHS Region 10","Season peak percentage","Bin","percent","0.9","1.0",0.0264
"HHS Region 10","Season peak percentage","Bin","percent","1.0","1.1",0.024
"HHS Region 10","Season peak percentage","Bin","percent","1.1","1.2",0.0286
"HHS Region 10","Season peak percentage","Bin","percent","1.2","1.3",0.0275
"HHS Region 10","Season peak percentage","Bin","percent","1.3","1.4",0.033
"HHS Region 10","Season peak percentage","Bin","percent","1.4","1.5",0.0296
"HHS Region 10","Season peak percentage","Bin","percent","1.5","1.6",0.0319
"HHS Region 10","Season peak percentage","Bin","percent","1.6","1.7",0.0323
"HHS Region 10","Season peak percentage","Bin","percent","1.7","1.8",0.0276
"HHS Region 10","Season peak percentage","Bin","percent","1.8","1.9",0.0279
"HHS Region 10","Season peak percentage","Bin","percent","1.9","2.0",0.0304
"HHS Region 10","Season peak percentage","Bin","percent","2.0","2.1",0.0302
"HHS Region 10","Season peak percentage","Bin","percent","2.1","2.2",0.0296
"HHS Region 10","Season peak percentage","Bin","percent","2.2","2.3",0.0287
"HHS Region 10","Season peak percentage","Bin","percent","2.3","2.4",0.0262
"HHS Region 10","Season peak percentage","Bin","percent","2.4","2.5",0.0251
"HHS Region 10","Season peak percentage","Bin","percent","2.5","2.6",0.028
"HHS Region 10","Season peak percentage","Bin","percent","2.6","2.7",0.0255
"HHS Region 10","Season peak percentage","Bin","percent","2.7","2.8",0.0267
"HHS Region 10","Season peak percentage","Bin","percent","2.8","2.9",0.0239
"HHS Region 10","Season peak percentage","Bin","percent","2.9","3.0",0.0238
"HHS Region 10","Season peak percentage","Bin","percent","3.0","3.1",0.022
"HHS Region 10","Season peak percentage","Bin","percent","3.1","3.2",0.0212
"HHS Region 10","Season peak percentage","Bin","percent","3.2","3.3",0.0169
"HHS Region 10","Season peak percentage","Bin","percent","3.3","3.4",0.0186
"HHS Region 10","Season peak percentage","Bin","percent","3.4","3.5",0.0169
"HHS Region 10","Season peak percentage","Bin","percent","3.5","3.6",0.0148
"HHS Region 10","Season peak percentage","Bin","percent","3.6","3.7",0.0144
"HHS Region 10","Season peak percentage","Bin","percent","3.7","3.8",0.0116
"HHS Region 10","Season peak percentage","Bin","percent","3.8","3.9",0.0128
"HHS Region 10","Season peak percentage","Bin","percent","3.9","4.0",0.0123
"HHS Region 10","Season peak percentage","Bin","percent","4.0","4.1",0.0091
"HHS Region 10","Season peak percentage","Bin","percent","4.1","4.2",0.0071
"HHS Region 10","Season peak percentage","Bin","percent","4.2","4.3",0.0105
"HHS Region 10","Season peak percentage","Bin","percent","4.3","4.4",0.0102
"HHS Region 10","Season peak percentage","Bin","percent","4.4","4.5",0.0079
"HHS Region 10","Season peak percentage","Bin","percent","4.5","4.6",0.008
"HHS Region 10","Season peak percentage","Bin","percent","4.6","4.7",0.0098
"HHS Region 10","Season peak percentage","Bin","percent","4.7","4.8",0.0076
"HHS Region 10","Season peak percentage","Bin","percent","4.8","4.9",0.0066
"HHS Region 10","Season peak percentage","Bin","percent","4.9","5.0",0.0077
"HHS Region 10","Season peak percentage","Bin","percent","5.0","5.1",0.0063
"HHS Region 10","Season peak percentage","Bin","percent","5.1","5.2",0.0072
"HHS Region 10","Season peak percentage","Bin","percent","5.2","5.3",0.0051
"HHS Region 10","Season peak percentage","Bin","percent","5.3","5.4",0.0048
"HHS Region 10","Season peak percentage","Bin","percent","5.4","5.5",0.0051
"HHS Region 10","Season peak percentage","Bin","percent","5.5","5.6",0.006
"HHS Region 10","Season peak percentage","Bin","percent","5.6","5.7",0.0041
"HHS Region 10","Season peak percentage","Bin","percent","5.7","5.8",0.0042
"HHS Region 10","Season peak percentage","Bin","percent","5.8","5.9",0.0038
"HHS Region 10","Season peak percentage","Bin","percent","5.9","6.0",0.0029
"HHS Region 10","Season peak percentage","Bin","percent","6.0","6.1",0.0024
"HHS Region 10","Season peak percentage","Bin","percent","6.1","6.2",0.0031
"HHS Region 10","Season peak percentage","Bin","percent","6.2","6.3",0.0021
"HHS Region 10","Season peak percentage","Bin","percent","6.3","6.4",0.0025
"HHS Region 10","Season peak percentage","Bin","percent","6.4","6.5",0.0029
"HHS Region 10","Season peak percentage","Bin","percent","6.5","6.6",0.0019
"HHS Region 10","Season peak percentage","Bin","percent","6.6","6.7",0.0024
"HHS Region 10","Season peak percentage","Bin","percent","6.7","6.8",0.0022
"HHS Region 10","Season peak percentage","Bin","percent","6.8","6.9",0.0017
"HHS Region 10","Season peak percentage","Bin","percent","6.9","7.0",0.0025
"HHS Region 10","Season peak percentage","Bin","percent","7.0","7.1",0.002
"HHS Region 10","Season peak percentage","Bin","percent","7.1","7.2",0.0017
"HHS Region 10","Season peak percentage","Bin","percent","7.2","7.3",0.0014
"HHS Region 10","Season peak percentage","Bin","percent","7.3","7.4",0.0017
"HHS Region 10","Season peak percentage","Bin","percent","7.4","7.5",9e-04
"HHS Region 10","Season peak percentage","Bin","percent","7.5","7.6",0.0018
"HHS Region 10","Season peak percentage","Bin","percent","7.6","7.7",0.0019
"HHS Region 10","Season peak percentage","Bin","percent","7.7","7.8",0.0012
"HHS Region 10","Season peak percentage","Bin","percent","7.8","7.9",8e-04
"HHS Region 10","Season peak percentage","Bin","percent","7.9","8.0",0.0015
"HHS Region 10","Season peak percentage","Bin","percent","8.0","8.1",0.0014
"HHS Region 10","Season peak percentage","Bin","percent","8.1","8.2",0.001
"HHS Region 10","Season peak percentage","Bin","percent","8.2","8.3",5e-04
"HHS Region 10","Season peak percentage","Bin","percent","8.3","8.4",5e-04
"HHS Region 10","Season peak percentage","Bin","percent","8.4","8.5",8e-04
"HHS Region 10","Season peak percentage","Bin","percent","8.5","8.6",0.0011
"HHS Region 10","Season peak percentage","Bin","percent","8.6","8.7",9e-04
"HHS Region 10","Season peak percentage","Bin","percent","8.7","8.8",0.0011
"HHS Region 10","Season peak percentage","Bin","percent","8.8","8.9",6e-04
"HHS Region 10","Season peak percentage","Bin","percent","8.9","9.0",5e-04
"HHS Region 10","Season peak percentage","Bin","percent","9.0","9.1",7e-04
"HHS Region 10","Season peak percentage","Bin","percent","9.1","9.2",6e-04
"HHS Region 10","Season peak percentage","Bin","percent","9.2","9.3",5e-04
"HHS Region 10","Season peak percentage","Bin","percent","9.3","9.4",6e-04
"HHS Region 10","Season peak percentage","Bin","percent","9.4","9.5",3e-04
"HHS Region 10","Season peak percentage","Bin","percent","9.5","9.6",5e-04
"HHS Region 10","Season peak percentage","Bin","percent","9.6","9.7",8e-04
"HHS Region 10","Season peak percentage","Bin","percent","9.7","9.8",2e-04
"HHS Region 10","Season peak percentage","Bin","percent","9.8","9.9",5e-04
"HHS Region 10","Season peak percentage","Bin","percent","9.9","10.0",6e-04
"HHS Region 10","Season peak percentage","Bin","percent","10.0","10.1",3e-04
"HHS Region 10","Season peak percentage","Bin","percent","10.1","10.2",6e-04
"HHS Region 10","Season peak percentage","Bin","percent","10.2","10.3",3e-04
"HHS Region 10","Season peak percentage","Bin","percent","10.3","10.4",6e-04
"HHS Region 10","Season peak percentage","Bin","percent","10.4","10.5",5e-04
"HHS Region 10","Season peak percentage","Bin","percent","10.5","10.6",2e-04
"HHS Region 10","Season peak percentage","Bin","percent","10.6","10.7",2e-04
"HHS Region 10","Season peak percentage","Bin","percent","10.7","10.8",3e-04
"HHS Region 10","Season peak percentage","Bin","percent","10.8","10.9",3e-04
"HHS Region 10","Season peak percentage","Bin","percent","10.9","11.0",2e-04
"HHS Region 10","Season peak percentage","Bin","percent","11.0","11.1",2e-04
"HHS Region 10","Season peak percentage","Bin","percent","11.1","11.2",5e-04
"HHS Region 10","Season peak percentage","Bin","percent","11.2","11.3",2e-04
"HHS Region 10","Season peak percentage","Bin","percent","11.3","11.4",3e-04
"HHS Region 10","Season peak percentage","Bin","percent","11.4","11.5",1e-04
"HHS Region 10","Season peak percentage","Bin","percent","11.5","11.6",2e-04
"HHS Region 10","Season peak percentage","Bin","percent","11.6","11.7",3e-04
"HHS Region 10","Season peak percentage","Bin","percent","11.7","11.8",0
"HHS Region 10","Season peak percentage","Bin","percent","11.8","11.9",1e-04
"HHS Region 10","Season peak percentage","Bin","percent","11.9","12.0",2e-04
"HHS Region 10","Season peak percentage","Bin","percent","12.0","12.1",3e-04
"HHS Region 10","Season peak percentage","Bin","percent","12.1","12.2",4e-04
"HHS Region 10","Season peak percentage","Bin","percent","12.2","12.3",2e-04
"HHS Region 10","Season peak percentage","Bin","percent","12.3","12.4",2e-04
"HHS Region 10","Season peak percentage","Bin","percent","12.4","12.5",2e-04
"HHS Region 10","Season peak percentage","Bin","percent","12.5","12.6",2e-04
"HHS Region 10","Season peak percentage","Bin","percent","12.6","12.7",0
"HHS Region 10","Season peak percentage","Bin","percent","12.7","12.8",0
"HHS Region 10","Season peak percentage","Bin","percent","12.8","12.9",1e-04
"HHS Region 10","Season peak percentage","Bin","percent","12.9","13.0",0
"HHS Region 10","Season peak percentage","Bin","percent","13.0","100.0",0.0046
"HHS Region 10","Season peak week","Bin","week","40.0","41.0",0
"HHS Region 10","Season peak week","Bin","week","41.0","42.0",0
"HHS Region 10","Season peak week","Bin","week","42.0","43.0",0
"HHS Region 10","Season peak week","Bin","week","43.0","44.0",0
"HHS Region 10","Season peak week","Bin","week","44.0","45.0",0
"HHS Region 10","Season peak week","Bin","week","45.0","46.0",0
"HHS Region 10","Season peak week","Bin","week","46.0","47.0",0
"HHS Region 10","Season peak week","Bin","week","47.0","48.0",0
"HHS Region 10","Season peak week","Bin","week","48.0","49.0",0.0464
"HHS Region 10","Season peak week","Bin","week","49.0","50.0",0
"HHS Region 10","Season peak week","Bin","week","50.0","51.0",0.0044
"HHS Region 10","Season peak week","Bin","week","51.0","52.0",0.0043
"HHS Region 10","Season peak week","Bin","week","52.0","53.0",0.0053
"HHS Region 10","Season peak week","Bin","week","1.0","2.0",0.0058
"HHS Region 10","Season peak week","Bin","week","2.0","3.0",0.0055
"HHS Region 10","Season peak week","Bin","week","3.0","4.0",0.0054
"HHS Region 10","Season peak week","Bin","week","4.0","5.0",0.0081
"HHS Region 10","Season peak week","Bin","week","5.0","6.0",0.0066
"HHS Region 10","Season peak week","Bin","week","6.0","7.0",0.006
"HHS Region 10","Season peak week","Bin","week","7.0","8.0",0.0086
"HHS Region 10","Season peak week","Bin","week","8.0","9.0",0.009
"HHS Region 10","Season peak week","Bin","week","9.0","10.0",0.0083
"HHS Region 10","Season peak week","Bin","week","10.0","11.0",0.011
"HHS Region 10","Season peak week","Bin","week","11.0","12.0",0.0122
"HHS Region 10","Season peak week","Bin","week","12.0","13.0",0.0132
"HHS Region 10","Season peak week","Bin","week","13.0","14.0",0.0154
"HHS Region 10","Season peak week","Bin","week","14.0","15.0",0.0184
"HHS Region 10","Season peak week","Bin","week","15.0","16.0",0.0246
"HHS Region 10","Season peak week","Bin","week","16.0","17.0",0.0321
"HHS Region 10","Season peak week","Bin","week","17.0","18.0",0.0581
"HHS Region 10","Season peak week","Bin","week","18.0","19.0",0.1024
"HHS Region 10","Season peak week","Bin","week","19.0","20.0",0.1991
"HHS Region 10","Season peak week","Bin","week","20.0","21.0",0.3898
"HHS Region 2","1 wk ahead","Bin","percent","0.0","0.1",0
"HHS Region 2","1 wk ahead","Bin","percent","0.1","0.2",0
"HHS Region 2","1 wk ahead","Bin","percent","0.2","0.3",0
"HHS Region 2","1 wk ahead","Bin","percent","0.3","0.4",0
"HHS Region 2","1 wk ahead","Bin","percent","0.4","0.5",0
"HHS Region 2","1 wk ahead","Bin","percent","0.5","0.6",0
"HHS Region 2","1 wk ahead","Bin","percent","0.6","0.7",0
"HHS Region 2","1 wk ahead","Bin","percent","0.7","0.8",0
"HHS Region 2","1 wk ahead","Bin","percent","0.8","0.9",0
"HHS Region 2","1 wk ahead","Bin","percent","0.9","1.0",0
"HHS Region 2","1 wk ahead","Bin","percent","1.0","1.1",0
"HHS Region 2","1 wk ahead","Bin","percent","1.1","1.2",0
"HHS Region 2","1 wk ahead","Bin","percent","1.2","1.3",0
"HHS Region 2","1 wk ahead","Bin","percent","1.3","1.4",0
"HHS Region 2","1 wk ahead","Bin","percent","1.4","1.5",0
"HHS Region 2","1 wk ahead","Bin","percent","1.5","1.6",0
"HHS Region 2","1 wk ahead","Bin","percent","1.6","1.7",0
"HHS Region 2","1 wk ahead","Bin","percent","1.7","1.8",1e-04
"HHS Region 2","1 wk ahead","Bin","percent","1.8","1.9",1e-04
"HHS Region 2","1 wk ahead","Bin","percent","1.9","2.0",0
"HHS Region 2","1 wk ahead","Bin","percent","2.0","2.1",1e-04
"HHS Region 2","1 wk ahead","Bin","percent","2.1","2.2",0
"HHS Region 2","1 wk ahead","Bin","percent","2.2","2.3",2e-04
"HHS Region 2","1 wk ahead","Bin","percent","2.3","2.4",2e-04
"HHS Region 2","1 wk ahead","Bin","percent","2.4","2.5",3e-04
"HHS Region 2","1 wk ahead","Bin","percent","2.5","2.6",8e-04
"HHS Region 2","1 wk ahead","Bin","percent","2.6","2.7",0.0012
"HHS Region 2","1 wk ahead","Bin","percent","2.7","2.8",0.002
"HHS Region 2","1 wk ahead","Bin","percent","2.8","2.9",0.0031
"HHS Region 2","1 wk ahead","Bin","percent","2.9","3.0",0.0088
"HHS Region 2","1 wk ahead","Bin","percent","3.0","3.1",0.0118
"HHS Region 2","1 wk ahead","Bin","percent","3.1","3.2",0.0216
"HHS Region 2","1 wk ahead","Bin","percent","3.2","3.3",0.0343
"HHS Region 2","1 wk ahead","Bin","percent","3.3","3.4",0.0552
"HHS Region 2","1 wk ahead","Bin","percent","3.4","3.5",0.0822
"HHS Region 2","1 wk ahead","Bin","percent","3.5","3.6",0.1005
"HHS Region 2","1 wk ahead","Bin","percent","3.6","3.7",0.1173
"HHS Region 2","1 wk ahead","Bin","percent","3.7","3.8",0.1242
"HHS Region 2","1 wk ahead","Bin","percent","3.8","3.9",0.1075
"HHS Region 2","1 wk ahead","Bin","percent","3.9","4.0",0.0935
"HHS Region 2","1 wk ahead","Bin","percent","4.0","4.1",0.0739
"HHS Region 2","1 wk ahead","Bin","percent","4.1","4.2",0.0511
"HHS Region 2","1 wk ahead","Bin","percent","4.2","4.3",0.0392
"HHS Region 2","1 wk ahead","Bin","percent","4.3","4.4",0.024
"HHS Region 2","1 wk ahead","Bin","percent","4.4","4.5",0.0155
"HHS Region 2","1 wk ahead","Bin","percent","4.5","4.6",0.0096
"HHS Region 2","1 wk ahead","Bin","percent","4.6","4.7",0.0069
"HHS Region 2","1 wk ahead","Bin","percent","4.7","4.8",0.0039
"HHS Region 2","1 wk ahead","Bin","percent","4.8","4.9",0.0038
"HHS Region 2","1 wk ahead","Bin","percent","4.9","5.0",0.0026
"HHS Region 2","1 wk ahead","Bin","percent","5.0","5.1",0.0014
"HHS Region 2","1 wk ahead","Bin","percent","5.1","5.2",0.0012
"HHS Region 2","1 wk ahead","Bin","percent","5.2","5.3",8e-04
"HHS Region 2","1 wk ahead","Bin","percent","5.3","5.4",2e-04
"HHS Region 2","1 wk ahead","Bin","percent","5.4","5.5",5e-04
"HHS Region 2","1 wk ahead","Bin","percent","5.5","5.6",0
"HHS Region 2","1 wk ahead","Bin","percent","5.6","5.7",4e-04
"HHS Region 2","1 wk ahead","Bin","percent","5.7","5.8",0
"HHS Region 2","1 wk ahead","Bin","percent","5.8","5.9",0
"HHS Region 2","1 wk ahead","Bin","percent","5.9","6.0",0
"HHS Region 2","1 wk ahead","Bin","percent","6.0","6.1",0
"HHS Region 2","1 wk ahead","Bin","percent","6.1","6.2",0
"HHS Region 2","1 wk ahead","Bin","percent","6.2","6.3",0
"HHS Region 2","1 wk ahead","Bin","percent","6.3","6.4",0
"HHS Region 2","1 wk ahead","Bin","percent","6.4","6.5",0
"HHS Region 2","1 wk ahead","Bin","percent","6.5","6.6",0
"HHS Region 2","1 wk ahead","Bin","percent","6.6","6.7",0
"HHS Region 2","1 wk ahead","Bin","percent","6.7","6.8",0
"HHS Region 2","1 wk ahead","Bin","percent","6.8","6.9",0
"HHS Region 2","1 wk ahead","Bin","percent","6.9","7.0",0
"HHS Region 2","1 wk ahead","Bin","percent","7.0","7.1",0
"HHS Region 2","1 wk ahead","Bin","percent","7.1","7.2",0
"HHS Region 2","1 wk ahead","Bin","percent","7.2","7.3",0
"HHS Region 2","1 wk ahead","Bin","percent","7.3","7.4",0
"HHS Region 2","1 wk ahead","Bin","percent","7.4","7.5",0
"HHS Region 2","1 wk ahead","Bin","percent","7.5","7.6",0
"HHS Region 2","1 wk ahead","Bin","percent","7.6","7.7",0
"HHS Region 2","1 wk ahead","Bin","percent","7.7","7.8",0
"HHS Region 2","1 wk ahead","Bin","percent","7.8","7.9",0
"HHS Region 2","1 wk ahead","Bin","percent","7.9","8.0",0
"HHS Region 2","1 wk ahead","Bin","percent","8.0","8.1",0
